"Core","SampleAssignment","Moisture","Wetting","Suction","Homogenization","Amendments","class","abund","total","relabund"
24,"1.5-drought-groundw-N-Intact","drought","groundw",1.5,"Intact","N","unsaturated/lignin",551,1297,42.48
24,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","aliphatic",236,1249,18.9
24,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","aromatic",158,1249,12.65
24,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","condensed_arom",100,1249,8.01
24,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","unsaturated/lignin",755,1249,60.45
24,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","aliphatic",207,688,30.09
24,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","aromatic",31,688,4.51
24,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","condensed_arom",110,688,15.99
24,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","unsaturated/lignin",340,688,49.42
25,"1.5-drought-precip-N-Homogenized","drought","precip",1.5,"Homogenized","N","aliphatic",269,1206,22.31
25,"1.5-drought-precip-N-Homogenized","drought","precip",1.5,"Homogenized","N","aromatic",164,1206,13.6
25,"1.5-drought-precip-N-Homogenized","drought","precip",1.5,"Homogenized","N","condensed_arom",119,1206,9.87
25,"1.5-drought-precip-N-Homogenized","drought","precip",1.5,"Homogenized","N","unsaturated/lignin",654,1206,54.23
25,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","aliphatic",348,1285,27.08
25,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","aromatic",139,1285,10.82
25,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","condensed_arom",129,1285,10.04
25,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","unsaturated/lignin",669,1285,52.06
25,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","aliphatic",91,235,38.72
25,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","aromatic",13,235,5.53
25,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","condensed_arom",34,235,14.47
25,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","unsaturated/lignin",97,235,41.28
25,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","aliphatic",283,1366,20.72
25,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","aromatic",127,1366,9.3
25,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","condensed_arom",74,1366,5.42
25,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","unsaturated/lignin",882,1366,64.57
26,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","aliphatic",321,1117,28.74
26,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","aromatic",110,1117,9.85
26,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","condensed_arom",113,1117,10.12
26,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","unsaturated/lignin",573,1117,51.3
26,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","aliphatic",411,1196,34.36
26,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","aromatic",66,1196,5.52
26,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","condensed_arom",165,1196,13.8
26,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","unsaturated/lignin",554,1196,46.32
26,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","aliphatic",333,3166,10.52
26,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","aromatic",752,3166,23.75
26,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","condensed_arom",569,3166,17.97
26,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","unsaturated/lignin",1512,3166,47.76
26,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","aliphatic",171,598,28.6
26,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","aromatic",16,598,2.68
26,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","condensed_arom",29,598,4.85
26,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","unsaturated/lignin",382,598,63.88
27,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","aliphatic",271,2286,11.85
27,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","aromatic",480,2286,21
27,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","condensed_arom",474,2286,20.73
27,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","unsaturated/lignin",1061,2286,46.41
27,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","aliphatic",252,709,35.54
27,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","aromatic",37,709,5.22
27,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","condensed_arom",146,709,20.59
27,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","unsaturated/lignin",274,709,38.65
28,"1.5-fm-precip-N-Homogenized","fm","precip",1.5,"Homogenized","N","aliphatic",308,1053,29.25
28,"1.5-fm-precip-N-Homogenized","fm","precip",1.5,"Homogenized","N","aromatic",40,1053,3.8
28,"1.5-fm-precip-N-Homogenized","fm","precip",1.5,"Homogenized","N","condensed_arom",188,1053,17.85
28,"1.5-fm-precip-N-Homogenized","fm","precip",1.5,"Homogenized","N","unsaturated/lignin",517,1053,49.1
28,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","aliphatic",147,360,40.83
28,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","aromatic",9,360,2.5
28,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","condensed_arom",49,360,13.61
28,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","unsaturated/lignin",155,360,43.06
28,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","aliphatic",194,1142,16.99
28,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","aromatic",124,1142,10.86
28,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","condensed_arom",130,1142,11.38
28,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","unsaturated/lignin",694,1142,60.77
28,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","aliphatic",382,1490,25.64
28,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","aromatic",153,1490,10.27
28,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","condensed_arom",225,1490,15.1
28,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","unsaturated/lignin",730,1490,48.99
29,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","aliphatic",301,1235,24.37
29,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","aromatic",156,1235,12.63
29,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","condensed_arom",308,1235,24.94
29,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","unsaturated/lignin",470,1235,38.06
29,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","aliphatic",784,2297,34.13
29,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","aromatic",220,2297,9.58
29,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","condensed_arom",280,2297,12.19
29,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","unsaturated/lignin",1013,2297,44.1
29,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","aliphatic",218,2732,7.98
29,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","aromatic",717,2732,26.24
29,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","condensed_arom",637,2732,23.32
29,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","unsaturated/lignin",1160,2732,42.46
32,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","aliphatic",174,478,36.4
32,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","aromatic",25,478,5.23
32,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","condensed_arom",58,478,12.13
32,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","unsaturated/lignin",221,478,46.23
32,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","aliphatic",618,1208,51.16
32,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","aromatic",104,1208,8.61
32,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","condensed_arom",100,1208,8.28
32,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","unsaturated/lignin",386,1208,31.95
32,"50-fm-groundw-N-Homogenized","fm","groundw",50,"Homogenized","N","aliphatic",185,707,26.17
32,"50-fm-groundw-N-Homogenized","fm","groundw",50,"Homogenized","N","aromatic",29,707,4.1
32,"50-fm-groundw-N-Homogenized","fm","groundw",50,"Homogenized","N","condensed_arom",112,707,15.84
32,"50-fm-groundw-N-Homogenized","fm","groundw",50,"Homogenized","N","unsaturated/lignin",381,707,53.89
32,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","aliphatic",277,921,30.08
32,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","aromatic",100,921,10.86
32,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","condensed_arom",125,921,13.57
32,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","unsaturated/lignin",419,921,45.49
33,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","aliphatic",260,1158,22.45
33,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","aromatic",121,1158,10.45
33,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","condensed_arom",316,1158,27.29
33,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","unsaturated/lignin",461,1158,39.81
33,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","aliphatic",742,2130,34.84
33,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","aromatic",138,2130,6.48
33,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","condensed_arom",326,2130,15.31
33,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","unsaturated/lignin",924,2130,43.38
33,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","aliphatic",64,213,30.05
33,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","aromatic",17,213,7.98
33,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","condensed_arom",72,213,33.8
33,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","unsaturated/lignin",60,213,28.17
35,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","aliphatic",223,619,36.03
35,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","aromatic",60,619,9.69
35,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","condensed_arom",121,619,19.55
35,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","unsaturated/lignin",215,619,34.73
35,"1.5-fm-precip-C-Intact","fm","precip",1.5,"Intact","C","aliphatic",182,577,31.54
35,"1.5-fm-precip-C-Intact","fm","precip",1.5,"Intact","C","aromatic",13,577,2.25
35,"1.5-fm-precip-C-Intact","fm","precip",1.5,"Intact","C","condensed_arom",27,577,4.68
35,"1.5-fm-precip-C-Intact","fm","precip",1.5,"Intact","C","unsaturated/lignin",355,577,61.53
35,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","aliphatic",547,4116,13.29
35,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","aromatic",825,4116,20.04
35,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","condensed_arom",833,4116,20.24
35,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","unsaturated/lignin",1911,4116,46.43
35,"50-fm-precip-C-Intact","fm","precip",50,"Intact","C","aliphatic",678,2920,23.22
35,"50-fm-precip-C-Intact","fm","precip",50,"Intact","C","aromatic",369,2920,12.64
35,"50-fm-precip-C-Intact","fm","precip",50,"Intact","C","condensed_arom",260,2920,8.9
35,"50-fm-precip-C-Intact","fm","precip",50,"Intact","C","unsaturated/lignin",1613,2920,55.24
36,"1.5-drought-groundw-C-Intact","drought","groundw",1.5,"Intact","C","aliphatic",353,1737,20.32
36,"1.5-drought-groundw-C-Intact","drought","groundw",1.5,"Intact","C","aromatic",262,1737,15.08
36,"1.5-drought-groundw-C-Intact","drought","groundw",1.5,"Intact","C","condensed_arom",168,1737,9.67
36,"1.5-drought-groundw-C-Intact","drought","groundw",1.5,"Intact","C","unsaturated/lignin",954,1737,54.92
36,"50-drought-groundw-C-Homogenized","drought","groundw",50,"Homogenized","C","aliphatic",353,2580,13.68
36,"50-drought-groundw-C-Homogenized","drought","groundw",50,"Homogenized","C","aromatic",587,2580,22.75
36,"50-drought-groundw-C-Homogenized","drought","groundw",50,"Homogenized","C","condensed_arom",332,2580,12.87
36,"50-drought-groundw-C-Homogenized","drought","groundw",50,"Homogenized","C","unsaturated/lignin",1308,2580,50.7
36,"50-drought-groundw-C-Intact","drought","groundw",50,"Intact","C","aliphatic",587,2807,20.91
36,"50-drought-groundw-C-Intact","drought","groundw",50,"Intact","C","aromatic",537,2807,19.13
36,"50-drought-groundw-C-Intact","drought","groundw",50,"Intact","C","condensed_arom",272,2807,9.69
36,"50-drought-groundw-C-Intact","drought","groundw",50,"Intact","C","unsaturated/lignin",1411,2807,50.27
37,"1.5-fm-precip-control-Homogenized","fm","precip",1.5,"Homogenized","control","aliphatic",230,1024,22.46
37,"1.5-fm-precip-control-Homogenized","fm","precip",1.5,"Homogenized","control","aromatic",100,1024,9.77
37,"1.5-fm-precip-control-Homogenized","fm","precip",1.5,"Homogenized","control","condensed_arom",118,1024,11.52
37,"1.5-fm-precip-control-Homogenized","fm","precip",1.5,"Homogenized","control","unsaturated/lignin",576,1024,56.25
37,"1.5-fm-precip-control-Intact","fm","precip",1.5,"Intact","control","aliphatic",242,703,34.42
37,"1.5-fm-precip-control-Intact","fm","precip",1.5,"Intact","control","aromatic",71,703,10.1
37,"1.5-fm-precip-control-Intact","fm","precip",1.5,"Intact","control","condensed_arom",79,703,11.24
37,"1.5-fm-precip-control-Intact","fm","precip",1.5,"Intact","control","unsaturated/lignin",311,703,44.24
37,"50-fm-precip-control-Homogenized","fm","precip",50,"Homogenized","control","aliphatic",583,2283,25.54
37,"50-fm-precip-control-Homogenized","fm","precip",50,"Homogenized","control","aromatic",354,2283,15.51
37,"50-fm-precip-control-Homogenized","fm","precip",50,"Homogenized","control","condensed_arom",371,2283,16.25
37,"50-fm-precip-control-Homogenized","fm","precip",50,"Homogenized","control","unsaturated/lignin",975,2283,42.71
37,"50-fm-precip-control-Intact","fm","precip",50,"Intact","control","aliphatic",153,1017,15.04
37,"50-fm-precip-control-Intact","fm","precip",50,"Intact","control","aromatic",199,1017,19.57
37,"50-fm-precip-control-Intact","fm","precip",50,"Intact","control","condensed_arom",86,1017,8.46
37,"50-fm-precip-control-Intact","fm","precip",50,"Intact","control","unsaturated/lignin",579,1017,56.93
38,"1.5-fm-groundw-C-Homogenized","fm","groundw",1.5,"Homogenized","C","aliphatic",186,459,40.52
38,"1.5-fm-groundw-C-Homogenized","fm","groundw",1.5,"Homogenized","C","aromatic",10,459,2.18
38,"1.5-fm-groundw-C-Homogenized","fm","groundw",1.5,"Homogenized","C","condensed_arom",80,459,17.43
38,"1.5-fm-groundw-C-Homogenized","fm","groundw",1.5,"Homogenized","C","unsaturated/lignin",183,459,39.87
38,"1.5-fm-groundw-C-Intact","fm","groundw",1.5,"Intact","C","aliphatic",244,667,36.58
38,"1.5-fm-groundw-C-Intact","fm","groundw",1.5,"Intact","C","aromatic",40,667,6
38,"1.5-fm-groundw-C-Intact","fm","groundw",1.5,"Intact","C","condensed_arom",150,667,22.49
38,"1.5-fm-groundw-C-Intact","fm","groundw",1.5,"Intact","C","unsaturated/lignin",233,667,34.93
38,"50-fm-groundw-C-Homogenized","fm","groundw",50,"Homogenized","C","aliphatic",313,1523,20.55
38,"50-fm-groundw-C-Homogenized","fm","groundw",50,"Homogenized","C","aromatic",276,1523,18.12
38,"50-fm-groundw-C-Homogenized","fm","groundw",50,"Homogenized","C","condensed_arom",123,1523,8.08
38,"50-fm-groundw-C-Homogenized","fm","groundw",50,"Homogenized","C","unsaturated/lignin",811,1523,53.25
38,"50-fm-groundw-C-Intact","fm","groundw",50,"Intact","C","aliphatic",199,667,29.84
38,"50-fm-groundw-C-Intact","fm","groundw",50,"Intact","C","aromatic",14,667,2.1
38,"50-fm-groundw-C-Intact","fm","groundw",50,"Intact","C","condensed_arom",56,667,8.4
38,"50-fm-groundw-C-Intact","fm","groundw",50,"Intact","C","unsaturated/lignin",398,667,59.67
39,"1.5-drought-precip-control-Homogenized","drought","precip",1.5,"Homogenized","control","aliphatic",357,1757,20.32
39,"1.5-drought-precip-control-Homogenized","drought","precip",1.5,"Homogenized","control","aromatic",265,1757,15.08
39,"1.5-drought-precip-control-Homogenized","drought","precip",1.5,"Homogenized","control","condensed_arom",165,1757,9.39
39,"1.5-drought-precip-control-Homogenized","drought","precip",1.5,"Homogenized","control","unsaturated/lignin",970,1757,55.21
39,"1.5-drought-precip-control-Intact","drought","precip",1.5,"Intact","control","aliphatic",95,246,38.62
39,"1.5-drought-precip-control-Intact","drought","precip",1.5,"Intact","control","aromatic",8,246,3.25
39,"1.5-drought-precip-control-Intact","drought","precip",1.5,"Intact","control","condensed_arom",35,246,14.23
39,"1.5-drought-precip-control-Intact","drought","precip",1.5,"Intact","control","unsaturated/lignin",108,246,43.9
39,"50-drought-precip-control-Homogenized","drought","precip",50,"Homogenized","control","aliphatic",203,1394,14.56
39,"50-drought-precip-control-Homogenized","drought","precip",50,"Homogenized","control","aromatic",257,1394,18.44
39,"50-drought-precip-control-Homogenized","drought","precip",50,"Homogenized","control","condensed_arom",103,1394,7.39
39,"50-drought-precip-control-Homogenized","drought","precip",50,"Homogenized","control","unsaturated/lignin",831,1394,59.61
39,"50-drought-precip-control-Intact","drought","precip",50,"Intact","control","aliphatic",256,1613,15.87
39,"50-drought-precip-control-Intact","drought","precip",50,"Intact","control","aromatic",248,1613,15.38
39,"50-drought-precip-control-Intact","drought","precip",50,"Intact","control","condensed_arom",202,1613,12.52
39,"50-drought-precip-control-Intact","drought","precip",50,"Intact","control","unsaturated/lignin",907,1613,56.23
40,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","aliphatic",167,2264,7.38
40,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","aromatic",595,2264,26.28
40,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","condensed_arom",327,2264,14.44
40,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","unsaturated/lignin",1175,2264,51.9
40,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","aliphatic",241,941,25.61
40,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","aromatic",81,941,8.61
40,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","condensed_arom",218,941,23.17
40,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","unsaturated/lignin",401,941,42.61
40,"50-drought-groundw-control-Homogenized","drought","groundw",50,"Homogenized","control","aliphatic",249,2120,11.75
40,"50-drought-groundw-control-Homogenized","drought","groundw",50,"Homogenized","control","aromatic",454,2120,21.42
40,"50-drought-groundw-control-Homogenized","drought","groundw",50,"Homogenized","control","condensed_arom",181,2120,8.54
40,"50-drought-groundw-control-Homogenized","drought","groundw",50,"Homogenized","control","unsaturated/lignin",1236,2120,58.3
43,"1.5-drought-groundw-N-Homogenized","drought","groundw",1.5,"Homogenized","N","aliphatic",385,1730,22.25
43,"1.5-drought-groundw-N-Homogenized","drought","groundw",1.5,"Homogenized","N","aromatic",239,1730,13.82
43,"1.5-drought-groundw-N-Homogenized","drought","groundw",1.5,"Homogenized","N","condensed_arom",225,1730,13.01
43,"1.5-drought-groundw-N-Homogenized","drought","groundw",1.5,"Homogenized","N","unsaturated/lignin",881,1730,50.92
43,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","aliphatic",267,1394,19.15
43,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","aromatic",178,1394,12.77
43,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","condensed_arom",157,1394,11.26
43,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","unsaturated/lignin",792,1394,56.81
43,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","aliphatic",178,789,22.56
43,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","aromatic",77,789,9.76
43,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","condensed_arom",90,789,11.41
43,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","unsaturated/lignin",444,789,56.27
44,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","aliphatic",197,649,30.35
44,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","aromatic",48,649,7.4
44,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","condensed_arom",121,649,18.64
44,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","unsaturated/lignin",283,649,43.61
44,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","aliphatic",171,1055,16.21
44,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","aromatic",122,1055,11.56
44,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","condensed_arom",86,1055,8.15
44,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","unsaturated/lignin",676,1055,64.08
44,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","aliphatic",422,1339,31.52
44,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","aromatic",71,1339,5.3
44,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","condensed_arom",221,1339,16.5
44,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","unsaturated/lignin",625,1339,46.68
45,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","aliphatic",244,1213,20.12
45,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","aromatic",170,1213,14.01
45,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","condensed_arom",116,1213,9.56
45,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","unsaturated/lignin",683,1213,56.31
45,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","aliphatic",409,1682,24.32
45,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","aromatic",253,1682,15.04
45,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","condensed_arom",238,1682,14.15
45,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","unsaturated/lignin",782,1682,46.49
45,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","aliphatic",472,1420,33.24
45,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","aromatic",147,1420,10.35
45,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","condensed_arom",248,1420,17.46
45,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","unsaturated/lignin",553,1420,38.94
47,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","aliphatic",172,552,31.16
47,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","aromatic",43,552,7.79
47,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","condensed_arom",148,552,26.81
47,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","unsaturated/lignin",189,552,34.24
47,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","aliphatic",247,649,38.06
47,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","aromatic",24,649,3.7
47,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","condensed_arom",124,649,19.11
47,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","unsaturated/lignin",254,649,39.14
47,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","aliphatic",336,1355,24.8
47,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","aromatic",180,1355,13.28
47,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","condensed_arom",193,1355,14.24
47,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","unsaturated/lignin",646,1355,47.68
48,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","aliphatic",155,559,27.73
48,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","aromatic",24,559,4.29
48,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","condensed_arom",136,559,24.33
48,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","unsaturated/lignin",244,559,43.65
48,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","aliphatic",256,602,42.52
48,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","aromatic",29,602,4.82
48,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","condensed_arom",83,602,13.79
48,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","unsaturated/lignin",234,602,38.87
48,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","aliphatic",358,2521,14.2
48,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","aromatic",553,2521,21.94
48,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","condensed_arom",347,2521,13.76
48,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","unsaturated/lignin",1263,2521,50.1
48,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","aliphatic",288,1414,20.37
48,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","aromatic",247,1414,17.47
48,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","condensed_arom",107,1414,7.57
48,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","unsaturated/lignin",772,1414,54.6
50,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","aliphatic",301,771,39.04
50,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","aromatic",44,771,5.71
50,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","condensed_arom",135,771,17.51
50,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","unsaturated/lignin",291,771,37.74
50,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","aliphatic",552,4301,12.83
50,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","aromatic",937,4301,21.79
50,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","condensed_arom",923,4301,21.46
